"Data file recorded 2020/11/2  21:18:14"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 63.000,  6.428,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 87.000, 70.000, 79.000, 33.780,  4.000,-41.000, 39.000,-1044.000
 64.000,  6.530,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 87.000, 70.000, 79.000, 33.760,  4.000,-10.000, -3.000,-1026.000
 65.000,  6.633,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 86.000, 70.000, 79.000, 33.820,  4.000, 31.000,-27.000,-1006.000
 66.000,  6.734,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 84.000, 70.000, 79.000, 33.770,  4.000,-15.000, 13.000,-992.000
 67.000,  6.836,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 85.000, 70.000, 79.000, 33.760,  5.000, 19.000,-16.000,-1042.000
 68.000,  6.938,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 84.000, 70.000, 79.000, 33.770,  5.000,-34.000, 16.000,-1051.000
 69.000,  7.040,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 83.000, 70.000, 79.000, 33.670,  5.000,  2.000,-22.000,-989.000
 70.000,  7.142,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 82.000, 70.000, 79.000, 33.760,  5.000,-10.000,-25.000,-978.000
 71.000,  7.244,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 81.000, 70.000, 79.000, 33.700,  5.000,  8.000,-28.000,-1039.000
 72.000,  7.346,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 81.000, 70.000, 79.000, 33.770,  5.000,-18.000, 26.000,-1038.000
 73.000,  7.448,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 79.000, 70.000, 79.000, 33.770,  5.000,-10.000,  4.000,-985.000
 74.000,  7.550,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 80.000, 70.000, 79.000, 33.760,  5.000,-22.000, 16.000,-1026.000
 75.000,  7.653,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 79.000, 60.000, 79.000, 33.770,  5.000,  4.000,-29.000,-1070.000
 76.000,  7.754,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 78.000, 60.000, 79.000, 33.720,  5.000, -4.000,-19.000,-1035.000
 77.000,  7.856,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 78.000, 60.000, 79.000, 33.770,  6.000, 25.000,-17.000,-1007.000
 78.000,  7.957,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 78.000, 60.000, 79.000, 33.730,  6.000,-24.000,  5.000,-955.000
 79.000,  8.060,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 79.000, 81.000, 77.000, 60.000, 79.000, 33.720,  6.000,  9.000,-66.000,-1002.000
