"Data file recorded 2020/11/3  0:32:33"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
 70.000,  7.014,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 80.000, 70.000, 33.000, 37.200,  5.000, 24.000,-42.000,-1025.000
 71.000,  7.115,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 79.000, 70.000, 33.000, 37.140,  5.000,-12.000,-24.000,-987.000
 72.000,  7.218,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 78.000, 70.000, 33.000, 37.160,  5.000, 11.000,-24.000,-1054.000
 73.000,  7.319,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 78.000, 70.000, 33.000, 37.170,  5.000,  2.000,-10.000,-1009.000
 74.000,  7.422,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 79.000, 70.000, 33.000, 37.230,  6.000,  4.000,  8.000,-1026.000
 75.000,  7.524,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 78.000, 70.000, 33.000, 37.160,  6.000,-13.000,  6.000,-980.000
 76.000,  7.625,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 76.000, 70.000, 33.000, 37.150,  6.000,-22.000, 24.000,-982.000
 77.000,  7.728,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 77.000, 70.000, 33.000, 37.220,  6.000,-20.000,  3.000,-982.000
 78.000,  7.830,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 76.000, 70.000, 33.000, 37.180,  6.000,  4.000,-10.000,-1026.000
 79.000,  7.933,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 78.000, 76.000, 70.000, 33.000, 37.180,  6.000, 10.000,-22.000,-974.000
 80.000,  7.984,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 74.000, 77.000, 76.000, 70.000, 33.000, 37.220,  6.000, -5.000,  1.000,-1009.000
